shopify_id,handle,title,vendor,current_type,suggested_type,confidence,validation_status,reasoning,alternative_types,cat_title,cat_slug,current_canonical_url,proposed_canonical_url,redirect_required,redirect_from,redirect_to,tags,collections,model_used,vision_escalated,suggested_brand_handles
gid://shopify/Product/8092661514532,exercise-saddle-zilco-suede-black,Saddle Exercise Suede Zilco Black,Ascot Saddlery,HORSE: Racing & PVC,Racing,90,auto,"The product is an exercise saddle specifically designed for racing, as indicated by the title, description, and canonical collection hint. The vendor and tags also support this classification. The current type 'HORSE: Racing & PVC' aligns with the racing context, but 'Racing' is the most specific allowed type.",Saddle; saddles,Horse > Racing,/horse/racing,/horse/racing/exercise-saddle-zilco-suede-black,/horse/racing/exercise-saddle-zilco-suede-black,no,,,australia only; zilco,ascot-saddlery; zilco; globo_basis_collection,gpt-4o,no,zilco
gid://shopify/Product/8092855206180,woof-wear-flymask-uv,Flymask Woof Wear UV Horse Fly Veil,Ascot Saddlery,HORSE: Flyveils & Bonnets,Fly mask,90,auto,"The product is described as a 'Flymask' and 'Fly Veil' in the title and description, and it is part of the 'fly veils and hoods' tag. The canonical collection hint 'horse/bonnets' also supports this classification. The current type 'HORSE: Flyveils & Bonnets' aligns with this.",Fly Veil; fly bonnet,Horse > Ear Net > Fly mask,/horse/bonnets/fly-masks,/horse/bonnets/woof-wear-flymask-uv,/horse/bonnets/fly-masks/woof-wear-flymask-uv,yes,/horse/bonnets/woof-wear-flymask-uv,/horse/bonnets/fly-masks/woof-wear-flymask-uv,australia only; fly veils and hoods; large; medium; small,horse-health; ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8092855697700,zilco-econostop-combo-1,Econostop Combo Zilco,Ascot Saddlery,"RUGS: Summer Rugs, Neck Rugs & Hoods","RUGS: Summer Rugs, Neck Rugs & Hoods",95,auto,"The product is a Zilco Econostop Combo, which is a type of horse rug. The canonical collection hint and image alts both suggest it is a summer rug, and the description mentions features typical of summer rugs, such as lightweight and cool fabric. The vendor and tags also support this classification.",Horse Rug; Horse Rugs; Rug,"Horse > Rug > RUGS: Summer Rugs, Neck Rugs & Hoods",/horse/rugs/summer,/horse/rugs/summer/zilco-econostop-combo-1,/horse/rugs/summer/zilco-econostop-combo-1,no,,,australia only; zilco,horse-rugs; ascot-saddlery; zilco,gpt-4o,no,zilco
gid://shopify/Product/8092856221988,zilco-show-circuit-cotton-rug,Zilco Cotton Show Rug Circuit,Ascot Saddlery,"RUGS: Summer Rugs, Neck Rugs & Hoods","RUGS: Summer Rugs, Neck Rugs & Hoods",95,auto,"The product is a Zilco Cotton Show Rug, specifically mentioned as part of the 'Show Circuit' line, which aligns with the 'RUGS: Summer Rugs, Neck Rugs & Hoods' category. The description and tags emphasize its use as a show rug, and the canonical collection hint supports this classification.",Horse Rug; Horse Rugs; Cotton Rugs,"Horse > Rug > RUGS: Summer Rugs, Neck Rugs & Hoods",/horse/rugs/summer,/horse/rugs/summer/zilco-show-circuit-cotton-rug,/horse/rugs/summer/zilco-show-circuit-cotton-rug,no,,,australia only; show; show rugs; zilco,horse-rugs; ascot-saddlery; zilco,gpt-4o,no,zilco
gid://shopify/Product/8100472848676,paw-complete-calm-cats-63-chews-75gm,Paw Complete Calm Cats 63 Chews 75gm,Ascot Saddlery,Cat Potions & Lotions,Cat Potions & Lotions,95,auto,"The product is specifically designed for cats and is described as a calming chew containing vitamins and minerals for the immune and nervous system, fitting the 'Cat Potions & Lotions' category. The title, description, and image alts support this classification.",Cat Food & Treats,Pet > Cat Potions & Lotions > Cat Potions & Lotions,/pet/cat/skin-care,/pet/cat/skin-care/paw-complete-calm-cats-63-chews-75gm,/pet/cat/skin-care/paw-complete-calm-cats-63-chews-75gm,no,,,australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8100506075428,paw-complete-calm-mini-30-chews-75gm,Paw Complete Calm Mini 30 Chews 75gm,Ascot Saddlery,Dog Potions & Lotions,Dog Potions & Lotions,95,auto,"The product is specifically designed for dogs to assist with anxiety and nervous system function, aligning with 'Dog Potions & Lotions'. The description and image alts support this classification.",Dog Supplements; Dog Treats,Pet > Dogs > Dog Potions & Lotions,/pet/dog/skin-care,/pet/dog/skin-care/paw-complete-calm-mini-30-chews-75gm,/pet/dog/skin-care/paw-complete-calm-mini-30-chews-75gm,no,,,australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8100510368036,prime-treats-chicken-fillets-100gm,Prime Treats Chicken Fillets 100gm,Ascot Saddlery,Dog Treats,Dog Treats,100,auto,"The product is explicitly described as a treat for dogs, with the title and description emphasizing its use as a training aid or treat for dogs. The canonical collection hint also specifies 'pet/dog/treats'.",Dog Food; Dog Accessories,Pet > Dogs > Treats,/pet/dog/treats,/pet/dog/treats/prime-treats-chicken-fillets-100gm,/pet/dog/treats/prime-treats-chicken-fillets-100gm,no,,,australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8100530061604,prime-treats-kangaroo-fillets-100gm,Kangaroo Dog Treats - Prime 100gm Fillets,Ascot Saddlery,Dog Treats,Dog Treats,100,auto,"The product is clearly identified as 'Kangaroo Dog Treats' in the title, tags, and description. The canonical collection hint also supports this classification as 'pet/dog/treats'.",,Pet > Dogs > Treats,/pet/dog/treats,/pet/dog/treats/prime-treats-kangaroo-fillets-100gm,/pet/dog/treats/prime-treats-kangaroo-fillets-100gm,no,,,australia only; kangaroo dog treats,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8100533862692,prime-treats-turkey-fillets-100gm,Prime Treats Turkey Fillets 100gm,Ascot Saddlery,Dog Treats,Dog Treats,100,auto,"The product is clearly described as a treat for dogs, specifically labeled as 'Dog Treats' in the image alts and canonical collection hint. The description emphasizes its use as a training aid or treat for dogs, confirming its classification as 'Dog Treats'.",,Pet > Dogs > Treats,/pet/dog/treats,/pet/dog/treats/prime-treats-turkey-fillets-100gm,/pet/dog/treats/prime-treats-turkey-fillets-100gm,no,,,australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8100556701988,pvc-double-clip-lead-tekna-brown,Double Clip Lead Pvc Tekna Brown,Ascot Saddlery,HORSE: Leads & Snap Hooks,Lead Ropes,90,auto,"The product is a 'Double Clip Lead' which aligns with 'Lead Ropes'. The canonical collection hint 'horse/halters/leads' and the description support this classification. The current type 'HORSE: Leads & Snap Hooks' is not an allowed type, but 'Lead Ropes' is the closest match.",Leads; HORSE: Leads & Snap Hooks,Horse > Halters > Lead Ropes,/horse/halters/lead-ropes,/horse/halters/leads/pvc-double-clip-lead-tekna-brown,/horse/halters/lead-ropes/pvc-double-clip-lead-tekna-brown,yes,/horse/halters/leads/pvc-double-clip-lead-tekna-brown,/horse/halters/lead-ropes/pvc-double-clip-lead-tekna-brown,australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8100556931364,pvc-double-clip-lead-tekna-black,Double Clip Lead Pvc Tekna Black,Ascot Saddlery,HORSE: Leads & Snap Hooks,Lead Ropes,90,auto,The product is a 'Double Clip Lead' which fits the description of a lead rope. The canonical collection hint 'horse/halters/leads' and the description mentioning 'lead with an argosy clip' support this classification.,Leads; HORSE: Leads & Snap Hooks,Horse > Halters > Lead Ropes,/horse/halters/lead-ropes,/horse/halters/leads/pvc-double-clip-lead-tekna-black,/horse/halters/lead-ropes/pvc-double-clip-lead-tekna-black,yes,/horse/halters/leads/pvc-double-clip-lead-tekna-black,/horse/halters/lead-ropes/pvc-double-clip-lead-tekna-black,australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8100566499620,mane-sectioning-comb,Mane Comb Sectioning,Ascot Saddlery,STABLE: Grooming,STABLE: Grooming,90,auto,"The product is a mane sectioning comb, which is used for grooming horses. The canonical collection hint 'horse/grooming' and the image alt text 'STABLE: Grooming' support this classification.",grooming; Horse Grooming,"Horse > Coat, Hoof & Grooming",/horse/grooming,/horse/grooming/mane-sectioning-comb,/horse/grooming/mane-sectioning-comb,no,,,australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8100573118756,stock-tie-huntington-snaffle-bit-white,Stock Tie Huntington Snaffle Bit White,Ascot Saddlery,RIDER: Stocks & Hair Accessories,RIDER: Stocks & Hair Accessories,95,auto,"The product is a stock tie, which is a type of accessory worn by riders, often in competition settings. The description mentions it fits any type of jacket and has a Velcro fastening, which aligns with the use of stock ties. The canonical collection hint and image alts also suggest it belongs to 'RIDER: Stocks & Hair Accessories'.",Clothing Accessories; Apparel - Ladies,Rider > Rider Accessories > Hair Accessories,/rider/accessories/hair,/rider/accessories/hair/stock-tie-huntington-snaffle-bit-white,/rider/accessories/hair/stock-tie-huntington-snaffle-bit-white,no,,,australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8100600054052,poultry-vetsense-avi-calcium-125ml,Poultry Vetsense Avi Calcium 125ml,Ascot Saddlery,Poultry,Poultry,100,auto,"The product is a calcium supplement specifically for poultry, as indicated by the title, tags, and description. It supports the integrity of eggshells and bone development in birds, which aligns with the 'Poultry' type.",Bird Food & Treats; Pet Supplements,Pet > Poultry,/pet/poultry,/pet/poultry/poultry-vetsense-avi-calcium-125ml,/pet/poultry/poultry-vetsense-avi-calcium-125ml,no,,,australia only; birds; poultry,ascot-saddlery; globo_basis_collection; birds,gpt-4o,no,
gid://shopify/Product/8100622696740,poultry-vetsense-avi-vital-125ml,Poultry Vetsense Avi Vital 125ml,Ascot Saddlery,Poultry,Poultry,90,auto,"The product is specifically designed for poultry, as indicated by the title, tags, and description. It is a supplement for poultry, which aligns with the 'Poultry' type in the allowed list.",Pet Supplements; Feed Supplements,Pet > Poultry,/pet/poultry,/pet/poultry/poultry-vetsense-avi-vital-125ml,/pet/poultry/poultry-vetsense-avi-vital-125ml,no,,,australia only; poultry,ascot-saddlery; globo_basis_collection; birds,gpt-4o,no,
gid://shopify/Product/8100643275044,zilco-show-circuit-cotton-tail-bag,Zilco Cotton Tail Bag Show Rug,Ascot Saddlery,RUGS: Rug Accessories,"RUGS: Summer Rugs, Neck Rugs & Hoods",95,auto,"The product is a Zilco Cotton Tail Bag Show Rug, which fits the description of a summer rug with a tail bag feature. The canonical collection hint and image alts also suggest it belongs to 'RUGS: Summer Rugs, Neck Rugs & Hoods'.",Horse Rug; Horse Rugs,"Horse > Rug > RUGS: Summer Rugs, Neck Rugs & Hoods",/horse/rugs/summer,/horse/rugs/summer/zilco-show-circuit-cotton-tail-bag,/horse/rugs/summer/zilco-show-circuit-cotton-tail-bag,no,,,australia only; large; medium; show; show rugs,horse-rugs; ascot-saddlery; zilco,gpt-4o,no,zilco
gid://shopify/Product/8100767793444,natural-animal-solutions-skin-pack,Natural Animal Solutions Skin Pack,Ascot Saddlery,Dog Potions & Lotions,Dog Potions & Lotions,90,auto,"The product is a skin care pack for pets, specifically dogs, containing supplements aimed at improving skin health. The canonical collection hint 'pet/dog/skin-care' and the description emphasize skin-related benefits, aligning with 'Dog Potions & Lotions'.",Dog Supplements; Pet Supplements,Pet > Dogs > Dog Potions & Lotions,/pet/dog/skin-care,/pet/dog/skin-care/natural-animal-solutions-skin-pack,/pet/dog/skin-care/natural-animal-solutions-skin-pack,no,,,australia only; vitamins and supplements,pets; ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8100771463460,natural-animal-solutions-osteoforte-60-caps,Natural Animal Solutions Osteoforte 60 Caps,Ascot Saddlery,Dog Potions & Lotions,Dog Potions & Lotions,90,auto,"The product is a supplement designed for pets, specifically mentioned for dogs and cats, to support joint health. The description emphasizes its use for pets, aligning with 'Dog Potions & Lotions'. The canonical collection hint and image alts also support this classification.",Dog Supplements; Pet Supplements,Pet > Dogs > Dog Potions & Lotions,/pet/dog/skin-care,/pet/dog/skin-care/natural-animal-solutions-osteoforte-60-caps,/pet/dog/skin-care/natural-animal-solutions-osteoforte-60-caps,no,,,australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8100778934564,champion-vent-air-jockey-helmet-black,Helmet Champion Vent Air Jockey Black,Ascot Saddlery,RIDER: Helmets,RIDER: Helmets,100,auto,"The product is a helmet specifically designed for equestrian activities, as indicated by the title 'Helmet Champion Vent Air Jockey Black' and the description detailing its use in disciplines like cross-country. The canonical collection hint 'rider/helmets' and the current type 'RIDER: Helmets' further confirm this classification.",helmet; Equestrian Helmets,Rider > Helmets,/rider/helmets,/rider/helmets/champion-vent-air-jockey-helmet-black,/rider/helmets/champion-vent-air-jockey-helmet-black,no,,,57cm; 59cm; australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8100779065636,uvex-helmet-elexxion-tocsen-black,Helmet Uvex Elexxion Tocsen Black,Ascot Saddlery,RIDER: Helmets,helmet,95,auto,"The product is clearly a helmet, as indicated by the title 'Helmet Uvex Elexxion Tocsen Black' and the description detailing its safety features and compliance with safety standards. The canonical collection hint 'rider/helmets' further supports this classification.",RIDER: Helmets; Equestrian Helmets,Rider > Helmets,/rider/helmets,/rider/helmets/uvex-helmet-elexxion-tocsen-black,/rider/helmets/uvex-helmet-elexxion-tocsen-black,no,,,australia only; m/l 57cm-59cm; s 55cm-56cm,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8100779458852,zilco-show-circuit-cotton-hood,Zilco Cotton Hood Show Rug,Ascot Saddlery,"RUGS: Summer Rugs, Neck Rugs & Hoods","RUGS: Summer Rugs, Neck Rugs & Hoods",95,auto,"The product is a Zilco Cotton Hood Show Rug, which fits the category of summer rugs and neck rugs due to its cotton material and hood design. The tags and collections also support this classification, specifically mentioning 'show rugs' and 'horse-rugs'.",Horse Rug; Horse Rugs,"Horse > Rug > RUGS: Summer Rugs, Neck Rugs & Hoods",/horse/rugs/summer,/horse/rugs/summer/zilco-show-circuit-cotton-hood,/horse/rugs/summer/zilco-show-circuit-cotton-hood,no,,,australia only; cob; full; pony; show,horse-rugs; ascot-saddlery; zilco,gpt-4o,no,zilco
gid://shopify/Product/8100779655460,champion-vent-air-jockey-helmet-silver,Helmet Champion Vent Air Jockey Silver,Ascot Saddlery,RIDER: Helmets,RIDER: Helmets,100,auto,"The product is clearly a helmet, specifically a jockey helmet, as indicated by the title, description, and tags. The canonical collection hint 'rider/helmets' and the current type 'RIDER: Helmets' further confirm this classification.",,Rider > Helmets,/rider/helmets,/rider/helmets/champion-vent-air-jockey-helmet-silver,/rider/helmets/champion-vent-air-jockey-helmet-silver,no,,,57cm; 58cm; australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8100782145828,scoopfree-litter-box-2nd-generation,Littertray Scoopfree 2nd Generation,Ascot Saddlery,Cat Litter & Accessories,Cat Litter & Accessories,95,auto,"The product is a self-cleaning litter box specifically designed for cats, which aligns with the 'Cat Litter & Accessories' category. The description emphasizes features related to cat litter management, such as odor control and low-tracking crystals, which are relevant to this type.",Cat Accessories; Cat Potions & Lotions,Pet > Cat Potions & Lotions > Cat Litter & Accessories,/pet/cat/litter,/pet/cat/litter/scoopfree-litter-box-2nd-generation,/pet/cat/litter/scoopfree-litter-box-2nd-generation,no,,,australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8100793418020,kazoo-dog-toy-eco-friendly-ball-thrower-small,Kazoo Dog Toy Eco Friendly Ball Thrower Small,Ascot Saddlery,Dog Toys,Dog Toys,100,auto,"The product is clearly a toy for dogs, as indicated by the title 'Kazoo Dog Toy Eco Friendly Ball Thrower Small' and the canonical collection hint 'pet/dog/toys'. The description also emphasizes its use for playing fetch with dogs.",Dog Accessories; Dog Walking; Dog Treats,Pet > Dogs > Dog Toys,/pet/dog/toys,/pet/dog/toys/kazoo-dog-toy-eco-friendly-ball-thrower-small,/pet/dog/toys/kazoo-dog-toy-eco-friendly-ball-thrower-small,no,,,australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8100796006692,kazoo-dog-toy-eco-friendly-ball-thrower-medium,Kazoo Dog Toy Eco Friendly Ball Thrower Medium,Ascot Saddlery,Dog Toys,Dog Toys,100,auto,"The product is clearly described as a 'Dog Toy' in both the title and description, specifically a 'Ball Thrower' for dogs. The canonical collection hint 'pet/dog/toys' further supports this classification.",,Pet > Dogs > Dog Toys,/pet/dog/toys,/pet/dog/toys/kazoo-dog-toy-eco-friendly-ball-thrower-medium,/pet/dog/toys/kazoo-dog-toy-eco-friendly-ball-thrower-medium,no,,,australia only,ascot-saddlery; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8106514448676,pvc-bridle-head-full-black-white-trim,Bridle Head Pvc Full Black & White Trim,Ascot Saddlery,HORSE: Racing & PVC,HORSE: Racing & PVC,95,auto,"The product is a PVC bridle head, specifically designed for racing, as indicated by the title and description. The vendor is Ascot Saddlery, and the tags and collections include 'zilco', which is known for racing equipment. The canonical collection hint also suggests 'horse/racing'.",Bridle; Bridle Accessories,Horse > Racing,/horse/racing,/horse/racing/pvc-bridle-head-full-black-white-trim,/horse/racing/pvc-bridle-head-full-black-white-trim,no,,,australia only; zilco,ascot-saddlery; zilco; globo_basis_collection,gpt-4o,no,zilco
gid://shopify/Product/8106543218980,credelio-for-very-small-dogs-pink-2-5-5-5kg-3-pack,Credelio For Very Small Dogs Pink 2.5 - 5.5kg 3 Pack,VetSupply.com.au,Pet,Dog Wormer & Flea,90,auto,"The product is a flea treatment for dogs, as indicated by the title and tags. The most specific type for flea treatments for dogs is 'Dog Wormer & Flea'.",Dog Potions & Lotions; Dog Supplements,Pet > Dogs > Dog Wormer & Flea,/pet/dog/veterinary,/products/credelio-for-very-small-dogs-pink-2-5-5-5kg-3-pack,/pet/dog/veterinary/credelio-for-very-small-dogs-pink-2-5-5-5kg-3-pack,yes,/products/credelio-for-very-small-dogs-pink-2-5-5-5kg-3-pack,/pet/dog/veterinary/credelio-for-very-small-dogs-pink-2-5-5-5kg-3-pack,australia only; credelio plus; credilio plus; dog flea treatment; pets,pets; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8106543382820,credelio-for-very-small-dogs-pink-2-5-5-5kg-6-pack,Credelio For Very Small Dogs Pink 2.5 - 5.5kg 6 Pack,VetSupply.com.au,Pet,Dog Wormer & Flea,90,auto,"The product is a flea treatment for dogs, as indicated by the title and tags such as 'dog flea treatment'. The most specific type for this product is 'Dog Wormer & Flea'.",Dog Potions & Lotions; Dog Supplements,Pet > Dogs > Dog Wormer & Flea,/pet/dog/veterinary,/products/credelio-for-very-small-dogs-pink-2-5-5-5kg-6-pack,/pet/dog/veterinary/credelio-for-very-small-dogs-pink-2-5-5-5kg-6-pack,yes,/products/credelio-for-very-small-dogs-pink-2-5-5-5kg-6-pack,/pet/dog/veterinary/credelio-for-very-small-dogs-pink-2-5-5-5kg-6-pack,australia only; credelio plus; credilio plus; dog flea treatment; pets,pets; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8106543513892,credelio-for-medium-dogs-green-11-22kg-6-pack,Credelio For Medium Dogs Green 11 - 22kg 6 Pack,VetSupply.com.au,Pet,Dog Wormer & Flea,90,auto,"The product is a flea treatment for dogs, as indicated by the title and tags. 'Dog Wormer & Flea' is the most specific type available for this product.",Dog Accessories; Dog Potions & Lotions,Pet > Dogs > Dog Wormer & Flea,/pet/dog/veterinary,/products/credelio-for-medium-dogs-green-11-22kg-6-pack,/pet/dog/veterinary/credelio-for-medium-dogs-green-11-22kg-6-pack,yes,/products/credelio-for-medium-dogs-green-11-22kg-6-pack,/pet/dog/veterinary/credelio-for-medium-dogs-green-11-22kg-6-pack,australia only; credelio plus; credilio plus; dog flea treatment; pets,pets; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8106543612196,credelio-for-large-dogs-blue-22-45kg-6-pack,Credelio For Large Dogs Blue 22 - 45kg 6 Pack,VetSupply.com.au,Pet,Dog Wormer & Flea,90,auto,"The product is a flea treatment for dogs, as indicated by the title and tags. 'Dog Wormer & Flea' is the most specific type available for this product.",Dog Accessories; Dog Potions & Lotions,Pet > Dogs > Dog Wormer & Flea,/pet/dog/veterinary,/products/credelio-for-large-dogs-blue-22-45kg-6-pack,/pet/dog/veterinary/credelio-for-large-dogs-blue-22-45kg-6-pack,yes,/products/credelio-for-large-dogs-blue-22-45kg-6-pack,/pet/dog/veterinary/credelio-for-large-dogs-blue-22-45kg-6-pack,australia only; credelio plus; credilio plus; dog flea treatment; pets,pets; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8106543743268,credelio-for-small-dogs-orange-5-5-11kg-3-pack,Credelio For Small Dogs Orange 5.5 - 11kg 3 Pack,VetSupply.com.au,Pet,Dog Wormer & Flea,90,auto,"The product is a flea treatment for dogs, as indicated by the title and tags such as 'dog flea treatment'. The vendor is VetSupply.com.au, which supports the categorization under pet health products.",Dog Potions & Lotions; Dog Supplements,Pet > Dogs > Dog Wormer & Flea,/pet/dog/veterinary,/products/credelio-for-small-dogs-orange-5-5-11kg-3-pack,/pet/dog/veterinary/credelio-for-small-dogs-orange-5-5-11kg-3-pack,yes,/products/credelio-for-small-dogs-orange-5-5-11kg-3-pack,/pet/dog/veterinary/credelio-for-small-dogs-orange-5-5-11kg-3-pack,australia only; credelio plus; credilio plus; dog flea treatment; pets,pets; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8106543907108,credelio-for-medium-dogs-green-11-22kg-3-pack,Credelio For Medium Dogs Green 11 - 22kg 3 Pack,VetSupply.com.au,Pet,Dog Wormer & Flea,90,auto,"The product is a flea and tick treatment for dogs, as indicated by the title and tags. The most specific type for this product is 'Dog Wormer & Flea'.",Dog Potions & Lotions; Dog Supplements,Pet > Dogs > Dog Wormer & Flea,/pet/dog/veterinary,/products/credelio-for-medium-dogs-green-11-22kg-3-pack,/pet/dog/veterinary/credelio-for-medium-dogs-green-11-22kg-3-pack,yes,/products/credelio-for-medium-dogs-green-11-22kg-3-pack,/pet/dog/veterinary/credelio-for-medium-dogs-green-11-22kg-3-pack,australia only; credelio plus; credilio plus; dog flea treatment; pets,pets; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8106544070948,credelio-for-large-dogs-blue-22-45kg-3-pack,Credelio For Large Dogs Blue 22 - 45kg 3 Pack,VetSupply.com.au,Pet,Dog Wormer & Flea,90,auto,"The product is a flea and tick treatment for dogs, as indicated by the title and tags. 'Dog Wormer & Flea' is the most specific type available for this product.",Dog Potions & Lotions; Dog Supplements,Pet > Dogs > Dog Wormer & Flea,/pet/dog/veterinary,/products/credelio-for-large-dogs-blue-22-45kg-3-pack,/pet/dog/veterinary/credelio-for-large-dogs-blue-22-45kg-3-pack,yes,/products/credelio-for-large-dogs-blue-22-45kg-3-pack,/pet/dog/veterinary/credelio-for-large-dogs-blue-22-45kg-3-pack,australia only; credelio plus; credilio plus; dog flea treatment; pets,pets; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8106544202020,credelio-plus-for-small-dogs-2-8-5-5-kg-pink-3-chews,Credelio Plus For Small Dogs 2.8 - 5.5 Kg Pink 3 Chews,VetSupply.com.au,Pet,Dog Wormer & Flea,90,auto,"The product is specifically for treating flea infestations, heartworm, ticks, and worms in dogs, as indicated in the title and description. This aligns with the 'Dog Wormer & Flea' category.",Dog Potions & Lotions; Dog Supplements,Pet > Dogs > Dog Wormer & Flea,/pet/dog/veterinary,/products/credelio-plus-for-small-dogs-2-8-5-5-kg-pink-3-chews,/pet/dog/veterinary/credelio-plus-for-small-dogs-2-8-5-5-kg-pink-3-chews,yes,/products/credelio-plus-for-small-dogs-2-8-5-5-kg-pink-3-chews,/pet/dog/veterinary/credelio-plus-for-small-dogs-2-8-5-5-kg-pink-3-chews,australia only; credelio plus; credilio plus; dog flea treatment; pets,pets; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8106544300324,credelio-plus-for-small-dogs-2-8-5-5-kg-pink-6-chews,Credelio Plus For Small Dogs 2.8 - 5.5 Kg Pink 6 Chews,VetSupply.com.au,Pet,Dog Wormer & Flea,90,auto,"The product is specifically for treating and preventing flea infestations, heartworm, ticks, and worms in dogs, which aligns with 'Dog Wormer & Flea'.",Dog Potions & Lotions; Dog Supplements,Pet > Dogs > Dog Wormer & Flea,/pet/dog/veterinary,/products/credelio-plus-for-small-dogs-2-8-5-5-kg-pink-6-chews,/pet/dog/veterinary/credelio-plus-for-small-dogs-2-8-5-5-kg-pink-6-chews,yes,/products/credelio-plus-for-small-dogs-2-8-5-5-kg-pink-6-chews,/pet/dog/veterinary/credelio-plus-for-small-dogs-2-8-5-5-kg-pink-6-chews,australia only; credelio plus; credilio plus; dog flea treatment; pets,pets; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8106544496932,credelio-plus-for-small-dogs-2-8-5-5-kg-pink-9-chews,Credelio Plus For Small Dogs 2.8 - 5.5 Kg Pink 9 Chews,VetSupply.com.au,Pet,Dog Wormer & Flea,90,auto,"The product is specifically for treating flea infestations, heartworm, ticks, and worms in dogs, which aligns with 'Dog Wormer & Flea'. The vendor and tags support this classification.",Dog Potions & Lotions; Dog Supplements,Pet > Dogs > Dog Wormer & Flea,/pet/dog/veterinary,/products/credelio-plus-for-small-dogs-2-8-5-5-kg-pink-9-chews,/pet/dog/veterinary/credelio-plus-for-small-dogs-2-8-5-5-kg-pink-9-chews,yes,/products/credelio-plus-for-small-dogs-2-8-5-5-kg-pink-9-chews,/pet/dog/veterinary/credelio-plus-for-small-dogs-2-8-5-5-kg-pink-9-chews,australia only; credelio plus; credilio plus; dog flea treatment; pets,pets; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8106544595236,credelio-plus-for-small-dogs-2-8-5-5-kg-pink-12-chews,Credelio Plus For Small Dogs 2.8 - 5.5 Kg Pink 12 Chews,VetSupply.com.au,Pet,Dog Wormer & Flea,90,auto,"The product is specifically for the treatment and prevention of flea infestations, heartworm, ticks, and worms in dogs, which aligns with the 'Dog Wormer & Flea' category. The title and description clearly indicate its use for dogs, and the vendor is VetSupply, which supports this classification.",Dog Potions & Lotions; Dog Supplements,Pet > Dogs > Dog Wormer & Flea,/pet/dog/veterinary,/products/credelio-plus-for-small-dogs-2-8-5-5-kg-pink-12-chews,/pet/dog/veterinary/credelio-plus-for-small-dogs-2-8-5-5-kg-pink-12-chews,yes,/products/credelio-plus-for-small-dogs-2-8-5-5-kg-pink-12-chews,/pet/dog/veterinary/credelio-plus-for-small-dogs-2-8-5-5-kg-pink-12-chews,australia only; credelio plus; credilio plus; dog flea treatment; pets,pets; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/8106544726308,credelio-plus-for-medium-dogs-5-5-11-kg-orange-3-chews,Credelio Plus For Medium Dogs 5.5 - 11 Kg Orange 3 Chews,VetSupply.com.au,Pet,Dog Wormer & Flea,90,auto,"The product is a treatment for flea infestations, heartworm, ticks, and worms in dogs, which aligns with 'Dog Wormer & Flea'. The vendor and tags support this classification.",Dog Potions & Lotions; Dog Supplements,Pet > Dogs > Dog Wormer & Flea,/pet/dog/veterinary,/products/credelio-plus-for-medium-dogs-5-5-11-kg-orange-3-chews,/pet/dog/veterinary/credelio-plus-for-medium-dogs-5-5-11-kg-orange-3-chews,yes,/products/credelio-plus-for-medium-dogs-5-5-11-kg-orange-3-chews,/pet/dog/veterinary/credelio-plus-for-medium-dogs-5-5-11-kg-orange-3-chews,australia only; credelio plus; credilio plus; dog flea treatment; pets,pets; globo_basis_collection,gpt-4o,no,
