handle,title,vendor,product_type,current_category_path,mapped_category_path,verdict,correct_category_path,notes,product_id,canonical_path
samshield-louison-polo,Samshield Louison Polo,Trailrace,Clothing - Ladies Clothing,/clothing/tops/polo-shirts,/clothing/womens,correct,,,gid://shopify/Product/10641459937572,/clothing/tops/polo-shirts/samshield-louison-polo
samshield-yasmina-sleeveless-competition-polo-ss25,Samshield Yasmina Sleeveless Competition Polo - SS25,Trailrace,Clothing - Ladies Clothing,/clothing/tops/polo-shirts,/clothing/womens,correct,,,gid://shopify/Product/10641525342500,/clothing/tops/polo-shirts/samshield-yasmina-sleeveless-competition-polo-ss25
tommy-hilfiger-harrison-pique-polo,Tommy Hilfiger Harrison Pique Polo,Trailrace,Clothing - Men's Clothing,/clothing/tops/polo-shirts,/clothing/mens,correct,,,gid://shopify/Product/10641541005604,/clothing/tops/polo-shirts/tommy-hilfiger-harrison-pique-polo
anna-scarpati-fires-23t-short-sleeve-competition-shirt,Anna Scarpati Fires 23T Short Sleeve Competition Shirt,Little Equine Co.,T-Shirt,/clothing/tops/shirts,/clothing/tops/tshirts,correct,,,gid://shopify/Product/10756724130084,/clothing/tops/shirts/anna-scarpati-fires-23t-short-sleeve-competition-shirt
bare-equestrian-zip-sweater,BARE Equestrian Zip Sweater,Trailrace,Clothing - Ladies Clothing,/clothing/tops/sweaters,/clothing/womens,correct,,,gid://shopify/Product/10641449451812,/clothing/tops/sweaters/bare-equestrian-zip-sweater
samshield-barbara-pull-over,Samshield Barbara Pull Over,Trailrace,Clothing - Ladies Clothing,/clothing/tops/sweaters,/clothing/womens,correct,,,gid://shopify/Product/10641493131556,/clothing/tops/sweaters/samshield-barbara-pull-over
samshield-lisa-twisted-v-neck,Samshield Lisa Twisted V Neck,Trailrace,Clothing - Ladies Clothing,/clothing/tops/sweaters,/clothing/womens,correct,,,gid://shopify/Product/10641492738340,/clothing/tops/sweaters/samshield-lisa-twisted-v-neck
samshield-lisa-v-neck-pull-over,Samshield Lisa V Neck Pull Over,Trailrace,Clothing - Ladies Clothing,/clothing/tops/sweaters,/clothing/womens,correct,,,gid://shopify/Product/10641484185892,/clothing/tops/sweaters/samshield-lisa-v-neck-pull-over
ariat-authentic-logo-t-shirt,Ariat Authentic Logo T-Shirt,Trailrace,Clothing - Ladies Clothing,/clothing/tops/tshirts,/clothing/womens,correct,,,gid://shopify/Product/10641454039332,/clothing/tops/tshirts/ariat-authentic-logo-t-shirt
ariat-shade-t-shirt,Ariat Shade T-Shirt,Trailrace,Clothing - Kid's Clothing,/clothing/tops/tshirts,/clothing/kids,correct,,,gid://shopify/Product/10641454104868,/clothing/tops/tshirts/ariat-shade-t-shirt
cavalleria-toscana-ct-dash-cotton-t-shirt,Cavalleria Toscana CT Dash Cotton T-Shirt,Trailrace,Clothing - Ladies Clothing,/clothing/tops/tshirts,/clothing/womens,correct,,,gid://shopify/Product/10641480155428,/clothing/tops/tshirts/cavalleria-toscana-ct-dash-cotton-t-shirt
cavalleria-toscana-ct-orbit-crew-neck-t-shirt-mens,Cavalleria Toscana CT Orbit Crew Neck T-Shirt-Men's,Trailrace,Clothing - Ladies Clothing,/clothing/tops/tshirts,/clothing/womens,correct,,,gid://shopify/Product/10641461870884,/clothing/tops/tshirts/cavalleria-toscana-ct-orbit-crew-neck-t-shirt-mens
cavalleria-toscana-ct-phase-out-t-shirt,Cavalleria Toscana CT Phase-Out T-Shirt,Trailrace,Clothing - Ladies Clothing,/clothing/tops/tshirts,/clothing/womens,correct,,,gid://shopify/Product/10641445093668,/clothing/tops/tshirts/cavalleria-toscana-ct-phase-out-t-shirt
cavalleria-toscana-mini-ct-flock-t-shirt,Cavalleria Toscana Mini CT Flock T-Shirt,Trailrace,Clothing - Ladies Clothing,/clothing/tops/tshirts,/clothing/womens,correct,,,gid://shopify/Product/10641456234788,/clothing/tops/tshirts/cavalleria-toscana-mini-ct-flock-t-shirt
cavalleria-toscana-r-evo-epaulet-t-shirt,Cavalleria Toscana R-Evo Epaulet T-Shirt,Trailrace,Clothing - Ladies Clothing,/clothing/tops/tshirts,/clothing/womens,correct,,,gid://shopify/Product/10641456333092,/clothing/tops/tshirts/cavalleria-toscana-r-evo-epaulet-t-shirt
performance-tee-black,Performance Tee-Black,JnK Collective,Shirts,/clothing/tops/tshirts,/clothing/tops/shirts,correct,,,gid://shopify/Product/10756768530724,/clothing/tops/tshirts/performance-tee-black
samshield-alba-metal-dots-t-shirt-ss25,Samshield Alba Metal Dots T-Shirt - SS25,Trailrace,Clothing - Ladies Clothing,/clothing/tops/tshirts,/clothing/womens,correct,,,gid://shopify/Product/10641524654372,/clothing/tops/tshirts/samshield-alba-metal-dots-t-shirt-ss25
samshield-albane-t-shirt-ss24,Samshield Albane T-Shirt- SS24,Trailrace,Clothing - Ladies Clothing,/clothing/tops/tshirts,/clothing/womens,correct,,,gid://shopify/Product/10641500504356,/clothing/tops/tshirts/samshield-albane-t-shirt-ss24
samshield-axella-long-sleeve-t-shirt,Samshield Axella Long Sleeve T-Shirt,Trailrace,Clothing - Ladies Clothing,/clothing/tops/tshirts,/clothing/womens,correct,,,gid://shopify/Product/10641474683172,/clothing/tops/tshirts/samshield-axella-long-sleeve-t-shirt
samshield-axelle-script-t-shirt,Samshield Axelle Script T-Shirt,Trailrace,Clothing - Ladies Clothing,/clothing/tops/tshirts,/clothing/womens,correct,,,gid://shopify/Product/10641489199396,/clothing/tops/tshirts/samshield-axelle-script-t-shirt
samshield-axelle-t-shirt-ss24,Samshield Axelle T-Shirt - SS24,Trailrace,Clothing - Ladies Clothing,/clothing/tops/tshirts,/clothing/womens,correct,,,gid://shopify/Product/10641503355172,/clothing/tops/tshirts/samshield-axelle-t-shirt-ss24
samshield-luana-seemless-shirt-ss24,Samshield Luana Seemless Shirt-SS24,Trailrace,Clothing - Ladies Clothing,/clothing/tops/tshirts,/clothing/womens,correct,,,gid://shopify/Product/10641504993572,/clothing/tops/tshirts/samshield-luana-seemless-shirt-ss24
samshield-priam-mens-t-shirt-ss25,Samshield Priam Men's T-Shirt - SS25,Trailrace,Clothing - Men's Clothing,/clothing/tops/tshirts,/clothing/mens,correct,,,gid://shopify/Product/10641523802404,/clothing/tops/tshirts/samshield-priam-mens-t-shirt-ss25
cavalleria-toscana-coated-nylon-quilted-vest,Cavalleria Toscana Coated Nylon Quilted Vest,Trailrace,Clothing - Ladies Clothing,/clothing/tops/vests,/clothing/womens,correct,,,gid://shopify/Product/10641420812580,/clothing/tops/vests/cavalleria-toscana-coated-nylon-quilted-vest
cavalleria-toscana-r-lab-quilted-vest,Cavalleria Toscana R-Lab Quilted Vest,Trailrace,Clothing - Ladies Clothing,/clothing/tops/vests,/clothing/womens,correct,,,gid://shopify/Product/10641422287140,/clothing/tops/vests/cavalleria-toscana-r-lab-quilted-vest
ego7-ladies-ramy-vest,Ego7 Ladies Ramy Vest,Trailrace,Clothing - Ladies Clothing,/clothing/tops/vests,/clothing/womens,correct,,,gid://shopify/Product/10641474847012,/clothing/tops/vests/ego7-ladies-ramy-vest
samshield-alta-badia-down-vest-ss24,Samshield Alta Badia Down Vest - SS24,Trailrace,Clothing - Ladies Clothing,/clothing/tops/vests,/clothing/womens,correct,,,gid://shopify/Product/10641500209444,/clothing/tops/vests/samshield-alta-badia-down-vest-ss24
samshield-chamonix-down-vest,Samshield Chamonix Down Vest,Trailrace,Clothing - Ladies Clothing,/clothing/tops/vests,/clothing/womens,correct,,,gid://shopify/Product/10641451745572,/clothing/tops/vests/samshield-chamonix-down-vest
samshield-chamonix-padded-vest,Samshield Chamonix Padded Vest,Trailrace,Clothing - Ladies Clothing,/clothing/tops/vests,/clothing/womens,correct,,,gid://shopify/Product/10641491656996,/clothing/tops/vests/samshield-chamonix-padded-vest
vestrum-les-arcs-down-vest,Vestrum Les Arcs Down Vest,Trailrace,Clothing - Ladies Clothing,/clothing/tops/vests,/clothing/womens,correct,,,gid://shopify/Product/10641411047716,/clothing/tops/vests/vestrum-les-arcs-down-vest
cavalleria-toscana-ct-dash-breeches-boys,Cavalleria Toscana CT Dash Breeches - Boys,Trailrace,Clothing - Kid's Clothing,/clothing/womens/breeches,/clothing/kids,incorrect,/clothing/childrens/breeches,do we have this,gid://shopify/Product/10641482875172,/clothing/womens/breeches/cavalleria-toscana-ct-dash-breeches-boys
bare-youth-competition-tights,BARE Youth Competition Tights,Trailrace,Clothing - Kid's Clothing,/clothing/womens/tights,/clothing/kids,correct ,,,gid://shopify/Product/10641421697316,/clothing/womens/tights/bare-youth-competition-tights
bare-youth-thermofit-winter-performance-riding-tights,BARE Youth ThermoFit Winter Performance Riding Tights,Trailrace,Clothing - Kid's Clothing,/clothing/womens/tights,/clothing/kids,correct,,,gid://shopify/Product/10641424711972,/clothing/womens/tights/bare-youth-thermofit-winter-performance-riding-tights
ca-performers-ear-bonnet,CA Performers Ear Bonnet,Trailrace,Strapping - Bridles - Bridle Accessories,/horse/bonnets,/horse/tack/bridles,correct,,,gid://shopify/Product/10641458463012,/horse/bonnets/ca-performers-ear-bonnet
flyveils-by-design-budget-flymask,Flyveils By Design Budget Flymask,Trailrace,Fly Control,/horse/bonnets,/horse/stable/fly-control,incorrect,/horse/bonnets/fly-masks,,gid://shopify/Product/10641409573156,/horse/bonnets/flyveils-by-design-budget-flymask
flyveils-by-design-flymask-fur-trim-nose,Flyveils By Design Flymask - Fur trim + Nose,Trailrace,Fly Control,/horse/bonnets,/horse/stable/fly-control,incorrect,/horse/bonnets/fly-masks,,gid://shopify/Product/10641408721188,/horse/bonnets/flyveils-by-design-flymask-fur-trim-nose
flyveils-by-design-flymask-mesh-nose,Flyveils By Design Flymask - Mesh Nose,Trailrace,Fly Control,/horse/bonnets,/horse/stable/fly-control,incorrect,/horse/bonnets/fly-masks,,gid://shopify/Product/10641408917796,/horse/bonnets/flyveils-by-design-flymask-mesh-nose
kentucky-horsewear-classic-saddle-pad-jumping,Kentucky Horsewear Classic Saddle Pad - Jumping,Trailrace,Saddle Cloths,/horse/bonnets,/horse/pads,incorrect,/horse/pads/jumping,,gid://shopify/Product/10641458495780,/horse/bonnets/kentucky-horsewear-classic-saddle-pad-jumping
kentucky-horsewear-fly-mask-slim-fit,Kentucky Horsewear Fly Mask Slim Fit,Trailrace,Fly Control,/horse/bonnets,/horse/stable/fly-control,incorrect,/horse/bonnets/fly-masks,,gid://shopify/Product/10641444831524,/horse/bonnets/kentucky-horsewear-fly-mask-slim-fit
wild-horse-3-dart-fly-veil,Wild Horse 3 Dart Fly Veil,Trailrace,Fly Control,/horse/bonnets,/horse/stable/fly-control,incorrect,/horse/bonnets/fly-masks,,gid://shopify/Product/10641410392356,/horse/bonnets/wild-horse-3-dart-fly-veil
wild-horse-3-dart-fly-veil-ears,Wild horse 3 Dart Fly Veil - Ears,Trailrace,Fly Control,/horse/bonnets,/horse/stable/fly-control,incorrect,/horse/bonnets/fly-masks,,gid://shopify/Product/10641409343780,/horse/bonnets/wild-horse-3-dart-fly-veil-ears
wild-horse-3-dart-fly-veil-ears-nose,Wild Horse 3 Dart Fly Veil - Ears & Nose,Trailrace,Fly Control,/horse/bonnets,/horse/stable/fly-control,incorrect,/horse/bonnets/fly-masks,,gid://shopify/Product/10641409311012,/horse/bonnets/wild-horse-3-dart-fly-veil-ears-nose
wild-horse-3-dart-fly-veil-mesh-nose,Wild Horse 3 Dart Fly Veil - Mesh Nose,Trailrace,Fly Control,/horse/bonnets,/horse/stable/fly-control,incorrect,/horse/bonnets/fly-masks,,gid://shopify/Product/10641409016100,/horse/bonnets/wild-horse-3-dart-fly-veil-mesh-nose
wild-horse-3-dart-fly-veil-wrs-nose,Wild Horse 3 Dart Fly Veil - WRS Nose,Trailrace,Fly Control,/horse/bonnets,/horse/stable/fly-control,incorrect,/horse/bonnets/fly-masks,,gid://shopify/Product/10641408655652,/horse/bonnets/wild-horse-3-dart-fly-veil-wrs-nose
wild-horse-flyveil-highlighter,Wild Horse Flyveil Highlighter,Trailrace,Fly Control,/horse/bonnets,/horse/stable/fly-control,incorrect,/horse/bonnets/fly-masks,,gid://shopify/Product/10641449976100,/horse/bonnets/wild-horse-flyveil-highlighter
wild-horse-riding-flyveil-3-dart,Wild Horse Riding Flyveil-3 Dart,Trailrace,Fly Control,/horse/bonnets,/horse/stable/fly-control,incorrect,/horse/bonnets/fly-masks,,gid://shopify/Product/10641451319588,/horse/bonnets/wild-horse-riding-flyveil-3-dart
wild-horse-ultimate-uv-flyveil-3-darts,Wild Horse Ultimate UV Flyveil-3 Darts,Trailrace,Fly Control,/horse/bonnets,/horse/stable/fly-control,incorrect,/horse/bonnets/fly-masks,,gid://shopify/Product/10641450205476,/horse/bonnets/wild-horse-ultimate-uv-flyveil-3-darts
flyveils-by-design-flymask-100-uv-nose,Flyveils By Design Flymask 100% UV nose,Trailrace,Fly Control,/horse/bonnets/fly-masks,/horse/stable/fly-control,incorrect,/horse/bonnets/fly-masks,,gid://shopify/Product/10641408852260,/horse/bonnets/fly-masks/flyveils-by-design-flymask-100-uv-nose
flyveils-by-design-flymask-fur-trim,Flyveils By Design Flymask - Fur trim,Trailrace,Fly Control,/horse/bonnets/fly-masks,/horse/stable/fly-control,incorrect,/horse/bonnets/fly-masks,,gid://shopify/Product/10641408983332,/horse/bonnets/fly-masks/flyveils-by-design-flymask-fur-trim
kentucky-horsewear-fly-mask-pro,Kentucky Horsewear Fly Mask Pro,Trailrace,Fly Control,/horse/bonnets/fly-masks,/horse/stable/fly-control,incorrect,/horse/bonnets/fly-masks,,gid://shopify/Product/10641499160868,/horse/bonnets/fly-masks/kentucky-horsewear-fly-mask-pro
kentucky-horsewear-mesh-fly-combo,Kentucky Horsewear Mesh Fly Combo,Trailrace,Horse Rugs,/horse/bonnets/fly-masks,/horse/rugs,incorrect,/horse/bonnets/fly-masks,,gid://shopify/Product/10641458659620,/horse/bonnets/fly-masks/kentucky-horsewear-mesh-fly-combo
shanga-bug-rug-recovery-head-piece,Shanga Bug Rug - Recovery Head Piece,Trailrace,Horse Rugs,/horse/bonnets/fly-masks,/horse/rugs,incorrect,/horse/rugs,,gid://shopify/Product/10641412129060,/horse/bonnets/fly-masks/shanga-bug-rug-recovery-head-piece
woof-wear-fly-mask,Woof Wear Fly Mask,Trailrace,Fly Control,/horse/bonnets/fly-masks,/horse/stable/fly-control,incorrect,/horse/bonnets/fly-masks,,gid://shopify/Product/10641456431396,/horse/bonnets/fly-masks/woof-wear-fly-mask
kentucky-horsewear-magnetic-rug-recuptex,Kentucky Horsewear Magnetic Rug Recuptex,Trailrace,Horse Rugs,/horse/boots,/horse/rugs,incorrect,/horse/rugs/therapeutic,,gid://shopify/Product/10641430774052,/horse/boots/kentucky-horsewear-magnetic-rug-recuptex
cavallo-boot-shapers,Cavallo Boot Shapers,Little Equine Co.,Tall Boots,/horse/boots/accessories,/clothing/footwear/tall-boots,incorrect,/clothing/footwear/accessories,,gid://shopify/Product/10756723704100,/horse/boots/accessories/cavallo-boot-shapers
double-clip,Double Clip,Trailrace,Racing,/horse/halters,/horse/racing,correct,,,gid://shopify/Product/10641433854244,/horse/halters/double-clip
equipe-leather-lead-with-chain,Equipe Leather Lead with Chain,Trailrace,Strapping,/horse/halters/lead-ropes,/horse/tack,correct,,,gid://shopify/Product/10641402429732,/horse/halters/lead-ropes/equipe-leather-lead-with-chain
race-day-lead-double-clip,Race Day Lead - Double clip,Trailrace,Racing,/horse/halters/lead-ropes,/horse/racing,correct,,,gid://shopify/Product/10641440735524,/horse/halters/lead-ropes/race-day-lead-double-clip
theramatt-saddlecloth-track-pad,Theramatt Saddlecloth - Track Pad,Trailrace,Racing,/horse/pads,/horse/racing,correct,,,gid://shopify/Product/10641434804516,/horse/pads/theramatt-saddlecloth-track-pad
veredus-absolute-dressage-boots-easy-strap,Veredus Absolute Dressage Boots - Easy Strap,Trailrace,Horse Boots,/horse/pads/dressage,/horse/boots,incorrect,/horse/boots,,gid://shopify/Product/10556236103972,/horse/pads/dressage/veredus-absolute-dressage-boots-easy-strap
veredus-absolute-dressage-boots-elastic,Veredus Absolute Dressage Boots - Elastic,Trailrace,Horse Boots,/horse/pads/dressage,/horse/boots,incorrect,/horse/boots,,gid://shopify/Product/10556235907364,/horse/pads/dressage/veredus-absolute-dressage-boots-elastic
acavallo-memory-foam-wool-half-pad,Acavallo Memory Foam & Wool Half Pad,Trailrace,Saddles,/horse/pads/half-pads,/horse/saddles,correct,,,gid://shopify/Product/10641427038500,/horse/pads/half-pads/acavallo-memory-foam-wool-half-pad
pei-azzure-anti-slip-jump-pad,PEI Azzure Anti-Slip Jump pad,,All Purpose Pads,/horse/pads/jumping,/horse/pads/all-purpose,correct,,,gid://shopify/Product/6965661073489,/horse/pads/jumping/pei-azzure-anti-slip-jump-pad
psos-jump-pad-black-ruffle-boss-bitch-mode,"PSOS Jump Pad Black Ruffle ""Boss Bitch Mode!""Â ",,All Purpose Pads,/horse/pads/jumping,/horse/pads/all-purpose,correct,,,gid://shopify/Product/6965666185297,/horse/pads/jumping/psos-jump-pad-black-ruffle-boss-bitch-mode
psos-jump-pole-grey,PSOS Jump -  Pole Grey,,All Purpose Pads,/horse/pads/jumping,/horse/pads/all-purpose,correct,,,gid://shopify/Product/6965666086993,/horse/pads/jumping/psos-jump-pole-grey
psos-jump-saddle-pad-deep-sapphire-go-for-it,"PSOS Jump Saddle Pad Deep Sapphire - ""Go for it""",,All Purpose Pads,/horse/pads/jumping,/horse/pads/all-purpose,correct,,,gid://shopify/Product/6965666381905,/horse/pads/jumping/psos-jump-saddle-pad-deep-sapphire-go-for-it
psos-jump-saddle-pad-emerald-dreams-do-come-true,"PSOS Jump Saddle Pad Emerald - ""Dreams do come true""",,All Purpose Pads,/horse/pads/jumping,/horse/pads/all-purpose,correct,,,gid://shopify/Product/6965666480209,/horse/pads/jumping/psos-jump-saddle-pad-emerald-dreams-do-come-true
psos-jump-saddle-pad-scarlet-standing-ovations,"PSOS Jump Saddle Pad Scarlet - ""Standing Ovations""",,All Purpose Pads,/horse/pads/jumping,/horse/pads/all-purpose,correct,,,gid://shopify/Product/6965666512977,/horse/pads/jumping/psos-jump-saddle-pad-scarlet-standing-ovations
lycra-race-hood-with-neoprene-ears,Lycra Race Hood With Neoprene Ears,Trailrace,Racing,/horse/rugs,/horse/racing,incorrect,/horse/racing,,gid://shopify/Product/10641429070116,/horse/rugs/lycra-race-hood-with-neoprene-ears
unlined-waler-canvas-rug,Unlined 'Waler' Canvas Rug,Trailrace,Horse Boots,/horse/rugs,/horse/boots,incorrect,/horse/rugs/canvas,,gid://shopify/Product/10641428316452,/horse/rugs/unlined-waler-canvas-rug
equipe-emporio-jump-saddle,Equipe Emporio Jump Saddle,Trailrace,Grooming,/horse/saddles/jumping,/horse/grooming,correct,,,gid://shopify/Product/10641446633764,/horse/saddles/jumping/equipe-emporio-jump-saddle
miracle-collar-anti-windsucking-collar,Miracle Collar - Anti Windsucking Collar,Trailrace,Strapping,/horse/stable,/horse/tack,correct ,,,gid://shopify/Product/10641434673444,/horse/stable/miracle-collar-anti-windsucking-collar
tucci-harley-short-boot,Tucci Harley Short Boot,Trailrace,Boots,/horse/stable,/clothing/footwear/boots,incorrect,/clothing/footwear/riding-boots,,gid://shopify/Product/10641404789028,/horse/stable/tucci-harley-short-boot
tucci-boot-cream,Tucci Boot Cream,Trailrace,Boots - Boot Accessories,/horse/stable/leather-care,/horse/boots/accessories,correct,,,gid://shopify/Product/10641402855716,/horse/stable/leather-care/tucci-boot-cream
kentucky-sheepskin-breastplate-cover,Kentucky Sheepskin Breastplate Cover,Trailrace,Strapping - Strapping Accessories,/horse/tack/breastplates,/horse/tack/accessories,correct,,,gid://shopify/Product/10641412096292,/horse/tack/breastplates/kentucky-sheepskin-breastplate-cover
padded-pvc-bridle-with-cavesson,Padded PVC Bridle With Cavesson,Trailrace,Racing,/horse/tack/bridles,/horse/racing,correct,,,gid://shopify/Product/10641428676900,/horse/tack/bridles/padded-pvc-bridle-with-cavesson
all-elastic-race-girth-75mm-standard,All Elastic Race Girth 75mm- Standard,Trailrace,Racing,/horse/tack/girths,/horse/racing,correct,,,gid://shopify/Product/10641427595556,/horse/tack/girths/all-elastic-race-girth-75mm-standard
elastic-exercise-girth,Elastic Exercise Girth,Trailrace,Racing,/horse/tack/girths,/horse/racing,correct,,,gid://shopify/Product/10641461248292,/horse/tack/girths/elastic-exercise-girth
zilco-girth-with-black-fleece,Zilco Girth with Black Fleece,Trailrace,Gifts,/horse/tack/girths,/accessories/gifts,correct,,,gid://shopify/Product/10641449484580,/horse/tack/girths/zilco-girth-with-black-fleece
equipe-drop-nose-band,Equipe Drop Nose band,Trailrace,Strapping - Bridles,/horse/tack/nosebands,/horse/tack/bridles,correct,,,gid://shopify/Product/10641400332580,/horse/tack/nosebands/equipe-drop-nose-band
equipe-lemmann-noseband,Equipe Lemmann Noseband,Trailrace,Strapping - Bridles,/horse/tack/nosebands,/horse/tack/bridles,correct,,,gid://shopify/Product/10641402986788,/horse/tack/nosebands/equipe-lemmann-noseband
equipe-rawhide-hanoverian-noseband,Equipe Rawhide Hanoverian Noseband,Trailrace,Strapping - Bridles,/horse/tack/nosebands,/horse/tack/bridles,correct,,,gid://shopify/Product/10641402757412,/horse/tack/nosebands/equipe-rawhide-hanoverian-noseband
kentucky-sheepskin-noseband-cover,Kentucky Sheepskin Noseband cover,Trailrace,Strapping - Strapping Accessories,/horse/tack/nosebands,/horse/tack/accessories,correct,,,gid://shopify/Product/10641411834148,/horse/tack/nosebands/kentucky-sheepskin-noseband-cover
loop-end-race-reins,Loop End Race Reins,Trailrace,Racing,/horse/tack/reins,/horse/racing,correct,,,gid://shopify/Product/10641446830372,/horse/tack/reins/loop-end-race-reins
ezy-ride-kiddy-up-saddle-adjuster,Ezy Ride Kiddy Up Saddle Adjuster,Trailrace,Saddles - Saddle Accessories,/horse/tack/stirrup-irons,/horse/saddles/accessories,correct,,,gid://shopify/Product/10641449943332,/horse/tack/stirrup-irons/ezy-ride-kiddy-up-saddle-adjuster
equi-wing-nylon-stirrups,Equi-Wing Nylon Stirrups,Trailrace,Stirrup Irons,/horse/tack/stirrup-leathers,/horse/tack/stirrup-irons,incorrect,/horse/tack/stirrups,,gid://shopify/Product/10641434640676,/horse/tack/stirrup-leathers/equi-wing-nylon-stirrups
tech-stirrups-siena,Tech Stirrups Siena,Trailrace,Stirrup Irons,/horse/tack/stirrup-leathers,/horse/tack/stirrup-irons,,/horse/tack/stirrups,,gid://shopify/Product/10641446437156,/horse/tack/stirrup-leathers/tech-stirrups-siena
waldhausen-stirrup-covers,Waldhausen Stirrup Covers,Trailrace,Stirrup Irons - Stirrup Accessories,/horse/tack/stirrup-leathers,/horse/tack/stirrup-irons,,/horse/tack/stirrups,,gid://shopify/Product/10641428513060,/horse/tack/stirrup-leathers/waldhausen-stirrup-covers
lunge-roller-girth-with-fleece,Lunge Roller & Girth with Fleece,Trailrace,Strapping,/horse/training/lunge-equipment,/horse/tack,correct,,,gid://shopify/Product/10641433592100,/horse/training/lunge-equipment/lunge-roller-girth-with-fleece
007-mineral-salt-blocks,007 Mineral Salt Blocks,Trailrace,Stable Accessories,/horse/veterinary,/horse/stable,incorrect,/horse/veterinary/supplements,,gid://shopify/Product/10641418322212,/horse/veterinary/007-mineral-salt-blocks
kelato-red-hot-paste-1,Kelato Red Hot Paste,Trailrace,Stable Accessories,/horse/veterinary,/horse/stable,incorrect,/horse/veterinary/supplements,,gid://shopify/Product/10641425531172,/horse/veterinary/kelato-red-hot-paste-1
samshield-stock-spring-flower-ss25,Samshield Stock - Spring Flower - SS25,Trailrace,Clothing - Ladies Clothing,/rider/accessories/hair,/clothing/womens,correct,,,gid://shopify/Product/10641525145892,/rider/accessories/hair/samshield-stock-spring-flower-ss25
bare-equestrian-evie-headband,BARE Equestrian Evie Headband,Trailrace,Clothing - Clothing Accessories,/rider/accessories/headbands,/clothing/accessories,correct,,,gid://shopify/Product/10641443488036,/rider/accessories/headbands/bare-equestrian-evie-headband
bare-equestrian-maia-headband,BARE Equestrian Maia Headband,Trailrace,Clothing - Clothing Accessories,/rider/accessories/headbands,/clothing/accessories,correct,,,gid://shopify/Product/10641430184228,/rider/accessories/headbands/bare-equestrian-maia-headband
samshield-amalie-bonnie-headband,Samshield Amalie Bonnie Headband,Trailrace,Clothing - Clothing Accessories,/rider/accessories/headbands,/clothing/accessories,correct,,,gid://shopify/Product/10641477894436,/rider/accessories/headbands/samshield-amalie-bonnie-headband
ego7-lyra-half-chap,Ego7 Lyra Half Chap,Trailrace,Boots,/rider/chaps,/clothing/footwear/boots,correct,,,gid://shopify/Product/10641404690724,/rider/chaps/ego7-lyra-half-chap
tucci-classic-half-chap,Tucci Classic Half Chap,Trailrace,Boots,/rider/chaps,/clothing/footwear/boots,correct,,,gid://shopify/Product/10641403248932,/rider/chaps/tucci-classic-half-chap
tucci-harley-half-chap,Tucci Harley Half Chap,Trailrace,Boots,/rider/chaps,/clothing/footwear/boots,correct,,,gid://shopify/Product/10641404723492,/rider/chaps/tucci-harley-half-chap
tucci-marilyn-chap-punched,Tucci Marilyn Chap Punched,Trailrace,Boots,/rider/chaps,/clothing/footwear/boots,correct,,,gid://shopify/Product/10641404657956,/rider/chaps/tucci-marilyn-chap-punched
tucci-marilyn-chap-punched-patent,Tucci Marilyn Chap Punched Patent,Trailrace,Boots,/rider/chaps,/clothing/footwear/boots,correct,,,gid://shopify/Product/10641403969828,/rider/chaps/tucci-marilyn-chap-punched-patent
tucci-marilyn-plain-chap,Tucci Marilyn Plain Chap,Trailrace,Boots,/rider/chaps,/clothing/footwear/boots,correct,,,gid://shopify/Product/10641404231972,/rider/chaps/tucci-marilyn-plain-chap
equipe-sheepskin-glove,Equipe Sheepskin Glove,Trailrace,Saddles - Saddle Accessories,/rider/gloves,/horse/saddles/accessories,correct,,,gid://shopify/Product/10641446666532,/rider/gloves/equipe-sheepskin-glove
ariat-team-tall-boot-bag,Ariat Team Tall Boot Bag,Trailrace,Boots - Boot Accessories,/rider/luggage/ariat,/horse/boots/accessories,correct,,,gid://shopify/Product/10641456988452,/rider/luggage/ariat/ariat-team-tall-boot-bag
cavallo-boot-bag,Cavallo Boot Bag,Little Equine Co.,Tall Boots,/rider/luggage/bags,/clothing/footwear/tall-boots,correct,,,gid://shopify/Product/10756723999012,/rider/luggage/bags/cavallo-boot-bag
